artist,track_name,popularity,release_date,remix_flag
ncrypta,crossfire,16,2020-05-06,0
ncrypta,freefall,14,2020-04-02,0
ncrypta,scars,12,2018-08-27,0
ncrypta,blokkbusta,7,2018-04-25,0
ncrypta,shock therapy,14,2017-10-31,0
ncrypta,psychosis,9,2017-10-31,0
ncrypta,eyes on the enemy,6,2017-08-28,0
ncrypta,nxt lvl,9,2017-06-05,0
ncrypta,exorzism 2.0,9,2017-04-14,0
ncrypta,helix,14,2016-11-28,0
ncrypta,monster,2,2016-08-29,0
ncrypta,exorzism,6,2016-03-10,0
ncrypta,alone in the dark,2,2015-02-16,0
ncrypta,black air,1,2013-10-12,0
ncrypta,book of fear,0,2013-10-12,0
ncrypta,panic,1,2013-10-12,0
ncrypta,the prison,0,2013-10-12,0
ncrypta,the sandman,1,2013-03-21,0
ncrypta,hitman,0,2013-03-21,0
x-pander,alessa,0,2019-01-07,0
x-pander,save us,1,2018-12-14,0
x-pander,still precious,1,2018-12-14,0
x-pander,death row,2,2018-12-14,0
x-pander,lose control,1,2018-12-14,0
x-pander,this is the end,4,2018-12-14,0
x-pander,never let you down,17,2022-11-25,0
x-pander,take me away,18,2022-10-21,0
x-pander,falling,6,2022-04-29,0
x-pander,leave it all,13,2022-01-14,0
x-pander,insane,8,2021-09-03,0
x-pander,a whistle,7,2021-08-06,0
x-pander,take them down,5,2021-06-25,0
x-pander,back to you,15,2021-04-16,0
x-pander,coming down,11,2021-03-05,0
x-pander,never be alone,3,2021-02-05,0
x-pander,black hole,4,2021-01-15,0
x-pander,the priest,7,2020-12-18,0
x-pander,live like this,7,2020-11-23,0
x-pander,brain attack,15,2020-09-25,0
x-pander,behind the mask,6,2020-05-22,0
x-pander,move your body,27,2020-04-20,0
x-pander,change,11,2020-04-20,0
streiks & kratchs,f.f.f.y 2020,3,2020-04-03,0
x-pander,scream,9,2020-03-16,0
x-pander,kick detective,6,2020-02-20,0
x-pander,come back to me,2,2020-01-20,0
x-pander,the heat,8,2019-07-22,0
x-pander,god's will,5,2019-04-16,0
x-pander,raptor,7,2019-02-18,0
x-pander,lion,4,2018-04-25,0
x-pander,street revolution,13,2017-11-10,0
x-pander,somg,2,2017-08-10,0
rebelion,in control,44,2022-04-22,0
rebelion,nobody move,29,2022-04-22,0
rebelion,hardest baddest motherfucker,26,2020-12-21,0
rebelion,modulate,28,2020-12-21,0
rebelion,sydiket,23,2020-12-21,0
rebelion,this is not a test,22,2020-12-21,0
rebelion,bttf,20,2020-12-21,0
rebelion,end game,20,2020-12-21,0
rebelion,rise from the dead,22,2020-12-21,0
rebelion,bomb,24,2020-12-21,0
rebelion,sleep is for the weak,22,2020-12-21,0
rebelion,lockdown,14,2018-04-03,0
rebelion,sempiternal,22,2018-04-03,0
rebelion,another day,21,2018-03-28,0
rebelion,my mind,13,2018-03-28,0
rebelion,rise again,11,2018-03-28,0
rebelion,the tsar,11,2018-03-28,0
rebelion,syndicate,12,2016-10-31,0
rebelion,dead wrong,14,2016-10-31,0
rebelion,hardest mf,14,2016-10-17,0
rebelion,we are cursed,9,2016-10-17,0
rebelion,a-bomb,12,2016-10-17,0
rebelion,salvation,12,2016-10-17,0
rebelion,vendetta,55,2023-01-19,0
rebelion,rock tha party,52,2022-09-22,0
rebelion,bonkerz,49,2022-08-04,0
rebelion,futurepower,42,2022-03-04,0
rebelion,city lights,52,2022-02-10,0
rebelion,ghost of us,35,2021-04-15,0
rebelion,outta control,32,2020-08-07,0
rebelion,crushmode,30,2020-04-08,0
rebelion,rise from the streets,24,2019-01-18,0
rebelion,rise from the streets (qapital 2019 anthem),5,2019-01-18,0
rebelion,corruption,20,2018-11-26,0
rebelion,revelation,22,2018-09-27,0
rebelion,on the run,24,2018-08-13,0
the dj producer,yclic energy (2005),1,2019-12-20,0
the dj producer,man machine step intotime (2013 rework),2,2019-12-20,0
the dj producer,all i want (2017 instrumental dub),2,2019-12-20,0
the dj producer,paradise is never (paradise found 2017 refix),2,2019-12-20,0
the dj producer,fracture 4,1,2019-12-20,0
the dj producer,emotional blackmail (soften the blow 2003),1,2019-12-20,0
the dj producer,no time to wait (more haste 2019),0,2019-12-20,0
the dj producer,i know you got ehbo (2017),1,2019-12-20,0
the dj producer,u ain't fresh (you just smell strong) 2009,0,2019-12-20,0
the dj producer,killing time,2,2018-10-29,0
the dj producer,cautionary tales,3,2018-10-29,0
the dj producer,reference points,6,2018-10-29,0
the dj producer,four twenty seven,2,2018-10-29,0
the dj producer,the path of self-realisation,2,2018-10-29,0
the dj producer,the sound of a ...,3,2018-10-29,0
the dj producer,lost dark arts,1,2018-10-29,0
the dj producer,back to the oldskool,2,2018-10-29,0
the dj producer,future incognito,2,2018-10-29,0
the dj producer,forward trajectory,1,2018-10-29,0
the dj producer,separation from god,1,2018-10-29,0
the dj producer,positive outlook,4,2018-10-29,0
the dj producer,futurepast,3,2015-02-26,0
the dj producer,something (even) stronger,1,2015-02-26,0
the dj producer,doomsday mechaniks,4,2004-08-01,0
the dj producer,that guitar track,1,2004-08-01,0
the dj producer,zero tolerance,0,2004-08-01,0
the dj producer,history lesson,1,2004-08-01,0
the dj producer,suffering,0,2004-08-01,0
the dj producer,the biggest rave on earth,1,2004-08-01,0
the dj producer,pestilance eterna,0,2004-08-01,0
the dj producer,the devil made me do it,0,2004-08-01,0
the dj producer,the pain threshold,0,2004-08-01,0
the dj producer,neglected intellect,0,2004-08-01,0
the dj producer,4 minute intergalactic dj battle,0,2004-08-01,0
the speed freak,the wrath of the psychopath,1,2003,0
the dj producer,harder they fall,1,2022-03-18,0
the dj producer,b-boy brutality,1,2022-03-18,0
the dj producer,100 years of deathchant,5,2021-11-19,0
the dj producer,can't describe it (finally),7,2020-07-31,0
the dj producer,can't fuck with me,2,2020-07-31,0
the dj producer,the true creators (we're back!!) (pt.1),1,2020-01-31,0
the dj producer,rude attitude (b-boy throwdown live at the d.s.p),0,2020-01-31,0
the dj producer,rhythm's a drug,2,2017-01-16,0
the dj producer,take over the world,2,2017-01-16,0
the dj producer,feel you now,2,2017-01-16,0
the dj producer,downside up,2,2017-01-16,0
the dj producer,urban decay,0,2016-08-17,0
the dj producer,ease up selector,2,2013-11-11,0
the dj producer,hell-e-vator,1,2013-11-11,0
the dj producer,journeys never end,1,2013-05-16,0
the dj producer,modus operandi,1,2013-05-16,0
the dj producer,way beyond,0,2013-05-16,0
the dj producer,ride of your lives (emotional debris),1,2013-05-16,0
d-passion,crashing through seconds (qore 3.0 ost 2012),1,2012-11-02,0
meander,endless blackness (qore 3.0 ost 2012),3,2012-11-02,0
the dj producer,uncertain sound (qore 3.0 ost 2012),1,2012-11-02,0
the dj producer,terrorist,1,2010-05-31,0
the speed freak,mongorian wardance,0,2010-05-31,0
the dj producer,problematic frequency,0,2008-03-31,0
the dj producer,tension sexuelle,1,2008-03-31,0
the dj producer,the signal 2007,1,2008-03-31,0
the dj producer,afraid,0,2007-06-05,0
the dj producer,something stronger (fine day mix),0,2007-06-05,0
the dj producer,battle on lv-426,0,2007-06-05,0
the dj producer,centrifuge,0,2007-06-05,0
the dj producer,the teknologikal revolutionary,0,1999,0
the dj producer,the sirens of aqua sulis,1,1999,0
the dj producer,21st century core,1,1998,0
the melodyst,this is hell,9,2020-04-21,0
the melodyst,responsability,2,2020-04-21,0
the melodyst,the melodyst is dead,20,2020-04-21,0
the melodyst,destroy,2,2020-04-21,0
the melodyst,decomposed,1,2020-04-21,0
the melodyst,lissen to me,2,2020-04-21,0
the melodyst,the heat,6,2020-04-21,0
the melodyst,god damn violent,5,2020-04-21,0
the melodyst,dark place,3,2020-04-21,0
the melodyst,reincarnation,2,2020-04-21,0
the melodyst,ganesh,9,2018-04-27,0
the melodyst,control your destiny,6,2018-04-27,0
the melodyst,floor licker,9,2018-04-27,0
the melodyst,ganja,8,2018-04-27,0
the melodyst,hard travel,12,2018-04-27,0
the melodyst,iron planet,4,2018-04-27,0
the melodyst,sky high,5,2018-04-27,0
the melodyst,i'm ok,4,2018-04-27,0
the melodyst,talk2much,5,2018-04-27,0
the melodyst,personal demon,6,2018-04-27,0
the melodyst,rocket,6,2018-04-27,0
the melodyst,meatboy run,6,2018-04-27,0
the melodyst,chaos culture,5,2018-04-27,0
the melodyst,not so bad,5,2018-04-27,0
the melodyst,morte e vita,14,2018-11-08,0
the melodyst,"our life, hardcore! (hardcore4life 2017 ost)",1,2017-02-20,0
the melodyst,wrong mf,5,2016-11-03,0
the melodyst,kill mode,5,2016-04-07,0
the melodyst,new dawn,4,2015-12-17,0
the melodyst,c.o.r.e.,4,2015-12-17,0
the melodyst,fallen angels,6,2015-08-27,0
the melodyst,breakdown #tih,6,2015-08-27,0
the melodyst,raveolusion,6,2015-01-23,0
the melodyst,black mirror,4,2015-01-23,0
the melodyst,cocaine soundtrack,12,2015-01-23,0
the melodyst,reject,5,2014-09-17,0
the melodyst,drunk & high #tih,4,2014-09-17,0
the melodyst,knockout,5,2014-09-17,0
the melodyst,candyman,1,2013-07-23,0
the melodyst,our alchemy,1,2013-07-23,0
the melodyst,never wanna die,0,2013-07-23,0
the melodyst,destruction,0,2013-03-26,0
the melodyst,flame of life,0,2013-03-26,0
the melodyst,from the void,3,2013-03-26,0
vein,from the shadow,0,2022-01-18,0
vein,liberator of souls,0,2022-01-18,0
vein,gods & monsters,0,2022-01-18,0
vein,this is my chaos,0,2022-01-18,0
vein,salvation,0,2022-01-18,0
vein,my perfect creation,0,2022-01-18,0
vein,breaking maniac,0,2022-01-18,0
vein,burning embers,0,2020-03-16,0
vein,defiler's note,0,2020-03-16,0
vein,eyes of berserk,0,2020-03-16,0
vein,i am king,0,2020-03-16,0
vein,necromantic,0,2020-03-16,0
vein,the power of darkside,0,2020-03-16,0
vein,inside my brain,1,2023-02-07,0
vein,the filth & the fury,1,2023-02-07,0
vein,hellness industry,1,2023-02-07,0
vein,open your eyes,0,2022-06-21,0
vein,hide & seek,0,2022-06-21,0
vein,the truth,0,2022-06-21,0
vein,drop it,0,2022-03-11,0
vein,fear bringer,0,2022-03-11,0
vein,die tonight,0,2021-04-02,0
vein,the punishment,0,2021-04-02,0
vein,the prophecy,0,2021-01-12,0
vein,greatest desires,0,2020-10-13,0
vein,horns of unicron,0,2020-07-06,0
vein,nuclear genius,0,2020-07-06,0
vein,horrorscope,0,2020-04-08,0
vein,virus infection,0,2020-04-08,0
radium,black mirror,3,2016-10-05,0
radium,frenchcore dream,5,2016-10-05,0
radium,skizo mind,2,2016-10-05,0
radium,use aspirin,2,2013-11-13,0
radium,rockin fire,25,2013-11-13,0
radium,let me be president,2,2013-11-13,0
radium,be my bitch,11,2013-11-13,0
radium,one core night,27,2013-11-13,0
radium,copyright,1,2012-12-09,0
radium,harder against me,7,2012-12-09,0
radium,hard americano,4,2012-12-09,0
radium,give it hardcore,5,2012-12-09,0
radium,vicious side,2,2012-12-09,0
radium,hard like that,2,2012-12-09,0
radium,hardcore omen,19,2012-12-09,0
radium,battle for the core,9,2012-12-09,0
radium,kick 'em separated,2,2012-12-09,0
radium,push hardcore,2,2012-12-09,0
radium,get hard,2,2012-12-09,0
radium,touch it harder,7,2012-12-09,0
radium,le fuck,1,2012-12-09,0
radium,pissed,0,2009-12-07,0
radium,suicide party,2,2009-12-07,0
radium,hardcore rip,1,2009-12-07,0
radium,piss on me,4,2009-12-07,0
radium,big noise,9,2009-12-07,0
radium,mp3 criminal,1,2009-12-07,0
radium,agent of chaos,1,2009-12-07,0
radium,radium is the enemy,1,2009-12-07,0
radium,no brain required,2,2009-12-07,0
radium,dutchcore (ft drokz),4,2009-12-07,0
radium,piss off,0,2009-12-07,0
radium,work it harder,14,2009,0
radium,intro,0,2007-01-01,0
radium,no free style,0,2007-01-01,0
radium,cctrl,0,2007-01-01,0
radium,brain police pt3,0,2007-01-01,0
radium,alternate personality,0,2007-01-01,0
radium,max chaos confusion,0,2007-01-01,0
radium,future dope,1,2007-01-01,0
radium,secret society,0,2007-01-01,0
radium,in vitrio,0,2006-12-11,0
radium,egoglobin,0,2006-12-11,0
radium,bad day,0,2006-12-11,0
radium,the verdict,0,2006-12-11,0
radium,trust or die (die mix),0,2006-12-11,0
radium,schizophone,0,2006-12-11,0
radium,total reality,1,2006,0
radium,ego globin,1,2006,0
radium,porncore,8,2006,0
radium,noise poison,1,2006,0
radium,cold blooded murder,1,2006,0
radium,corrupt 2 the core,0,2006,0
radium,free party animal,0,2006,0
radium,corupt to the core,0,2006,0
radium,believe nihilism,1,2003-01-01,0
radium,concrete oppressor,2,2003-01-01,0
radium,neurotic tendencies,1,2003-01-01,0
radium,resistance is futile,2,2003-01-01,0
radium,terror inc,1,2003-01-01,0
radium,renegade return,19,2003-01-01,0
radium,me vs myself (deathmatch mix),1,2003-01-01,0
radium,no beat,1,2003-01-01,0
radium,disconnect me,0,2003-01-01,0
radium,f game revolution,1,2003-01-01,0
radium,noise band,1,2003-01-01,0
radium,punish,1,2003-01-01,0
radium,dissident evil,1,2003-01-01,0
radium,mea culpa,1,2003-01-01,0
radium,me vs myself (original mix) / track cache,0,2003-01-01,0
radium,concrete opressor,2,2003,0
radium,neurotic tendances,1,2003,0
radium,me a culpa,0,2003,0
radium,me vs myself,0,2003,0
radium,paranoia performer,1,2001,0
radium,i'm so cool,2,2001,0
radium,neuroleptik,2,2001,0
radium,playmobils,10,2001,0
radium,kraft punk (featuring m. le maudit),1,2001,0
radium,sordid backstage,3,2001,0
radium,toxic phase,2,2001,0
radium,bitch talk,1,2001,0
radium,dj suq's,1,2001,0
radium,bick brother is watching you,1,2001,0
radium,mythopoint,1,2001,0
radium,bonustrack (provided by the anti radium league),1,2001,0
radium,paranoïa performance,0,2001,0
radium,kraft punk,1,2001,0
radium,art is nasal,13,2001,0
radium,suffocate,0,2022-06-09,0
radium,digital day dream,1,2022-06-09,0
radium,x-tensibel,0,2022-06-09,0
radium,midnight monsters,1,2022-06-09,0
radium,(let me) introduce myself,0,2022-06-09,0
radium,lifestyle,0,2022-06-09,0
radium,too much hardcore (terminal mix),0,2022-06-09,0
radium,anti virus,0,2022-06-09,0
radium,anti poetic,0,2022-06-09,0
radium,maelstrom,0,2022-06-09,0
radium,collective suicide,0,2022-06-09,0
radium,paranoia power,1,2022-06-09,0
radium,riot in paris,1,2022-06-09,0
radium,vicious attractor,0,2022-06-09,0
radium,sickness story,0,2022-06-09,0
radium,decibel dictature,0,2021-08-06,0
radium,next to reality,0,2021-08-06,0
radium,the afterworld,0,2021-08-06,0
radium,back 2 reality,28,2021-04-29,0
radium,blow my mind,10,2021-04-29,0
radium,hardcore marijuana,12,2021-04-29,0
psiko,madness,1,2021-04-29,0
jkll,somebody,3,2020-08-19,0
radium,how dare u,20,2020-06-16,0
radium,dyslexic,17,2020-05-01,0
radium,radium,0,2018-12-01,0
radium,oh my core,36,2018-04-24,0
radium,god on drugs,7,2018-04-24,0
radium,donald's a bitch,8,2018-04-24,0
pattern j,u freaky,2,2016-03-07,0
radium,kickass,1,2016-03-07,0
radium,victory screech,0,2014-10-31,0
radium,siege,0,2014-07-31,0
radium,come hardcore,0,2013,0
radium,hardcore jesus,1,2013,0
radium,one step harder,0,2013,0
radium,raw power,0,2010-12-09,0
radium,fuckin around,0,2010-12-09,0
radium,smell+noise,0,2010-12-09,0
radium,mercury shock,0,2010-06-20,0
radium,burn your city,0,2010-06-20,0
radium,piss off.,0,2010-04-11,0
radium,panic love,0,2009-12-08,0
radium,mass power,3,2009-12-06,0
radium,forget it all,1,2009-12-06,0
radium,die with dignity,1,2009-12-06,0
radium,hardcore product,0,2009-06-08,0
radium,auto corrupt,0,2009-06-08,0
radium,tektocore,0,2009-06-08,0
delete,the beginning (intro),9,2018-12-20,0
delete,victorious,24,2018-12-20,0
delete,order & chaos,16,2018-12-20,0
delete,virtue,17,2018-12-20,0
delete,back in the days,19,2018-12-20,0
delete,execution,16,2018-12-20,0
delete,louder,27,2018-12-20,0
delete,lunatic,36,2018-12-20,0
delete,relentless,17,2018-12-20,0
delete,shut the mind up,33,2020-02-19,0
delete,munky shit vip,30,2019-06-24,0
delete,v2p,15,2018-07-24,0
delete,v1p,15,2018-04-26,0
delete,take it back,36,2018-01-10,0
delete,the power,15,2017-05-18,0
delete,munky shit,10,2017-02-27,0
vazard,zimmersion 2.0,23,2017-02-27,0
delete,formula vip,17,2017-02-27,0
delete,genocide,15,2016-10-24,0
delete,embrace it,10,2016-05-06,0
delete,dismissed again,7,2016-01-27,0
delete,the world is yours,10,2016-01-27,0
delete,funk,6,2015-09-23,0
delete,just do it,12,2015-09-23,0
delete,the curse,4,2015-01-14,0
delete,dismissed,6,2014-07-16,0
delete,level,6,2014-07-16,0
delete,ghetto,7,2014-03-19,0
delete,state of emergency,1,2014-03-19,0
delete,beheaded,2,2013-09-25,0
delete,mutants,2,2013-09-25,0
dj thera,the coast,0,2013-06-19,0
delete,time travel,4,2013-06-10,0
delete,proximity to extinction,4,2013-06-10,0
delete,advanced technology,4,2012-07-02,0
delete,syndrome,9,2012-07-02,0
delete,formula,11,2011-07-04,0
delete,fuck the formula,2,2011-07-04,0
delete,eden,3,2011-07-04,0
delete,malfunction,8,2010-11-29,0
delete,88 mph,5,2010-11-29,0
delete,stompbox,4,2010-11-29,0
delete,pulse,5,2010-11-29,0
vazard,pure spoonage,5,2010-08-18,0
vazard,emergence,2,2010-08-18,0
delete,d,11,2010-08-18,0
delete,eternal,4,2010-08-18,0
delete,deep moving,0,2009-11-09,0
delete,a living journey,0,2009-11-09,0
act of rage,raveline,30,2019-10-18,0
act of rage,sun go down,29,2019-10-18,0
act of rage,my music,28,2019-10-18,0
act of rage,can't take this,43,2019-10-18,0
act of rage,till we die,35,2019-10-18,0
act of rage,the infamous,17,2017-12-16,0
act of rage,what i am,11,2017-12-16,0
act of rage,make 'm drop,20,2017-12-16,0
act of rage,blowing out your brain,16,2017-12-16,0
act of rage,sabotage,23,2017-12-16,0
act of rage,rage the rush (mash-up),15,2017-11-22,0
act of rage,blowing out your brain confusion (mash-up),11,2017-11-22,0
act of rage,dirty,42,2022-09-20,0
act of rage,grown up,25,2018-09-20,0
act of rage,gangster for life,13,2016-10-13,0
act of rage,brain confusion,13,2015-09-10,0
act of rage,confronting reality,5,2014-07-23,0
act of rage,the rush,4,2014-07-23,0
act of rage,mutilation,8,2014-07-23,0
act of rage,the end of time,9,2014-07-23,0
act of rage,blind by sound,9,2012-02-13,0
act of rage,stereophonic sound,8,2012-02-13,0
act of rage,eat diz,9,2011-10-26,0
unkind,i go hard,16,2020-02-17,0
unkind,storm,9,2019-09-02,0
unkind,ready 2 go,6,2019-02-20,0
unkind,gangsterz,5,2018-08-20,0
unkind,f#ckin' with the best,3,2018-04-16,0
d-ceptor,kick creator,40,2021-10-15,0
d-ceptor,taste of tears (refix),28,2021-10-15,0
d-ceptor,order & chaos,34,2021-10-15,0
d-ceptor,this time,2,2021-10-15,0
d-ceptor,ignored & provoked (official earthquake 2011 anthem),2,2021-10-15,0
d-ceptor,drop out,2,2021-10-15,0
d-ceptor,be rebellious,2,2021-10-15,0
d-ceptor,schatten,3,2021-10-15,0
d-ceptor,on fire,2,2021-10-15,0
d-ceptor,the many-faced god,33,2023-02-03,0
d-ceptor,dequinox 100,43,2022-12-09,0
d-ceptor,endemic,42,2022-03-18,0
d-ceptor,hard times,26,2021-09-17,0
d-ceptor,seelenfresser,31,2021-09-03,0
d-ceptor,warrior elite,26,2020-10-02,0
d-ceptor,back in the days,13,2019-11-15,0
d-ceptor,taste of tears,1,2018-03-30,0
d-ceptor,tornado,0,2017-05-24,0
d-ceptor,welcome to dequinox,1,2016-11-30,0
d-ceptor,who's the boss,0,2016-11-30,0
d-ceptor,raw sushi,1,2013-07-08,0
edub,criminal,8,2019-04-01,0
edub,decibel,3,2019-04-01,0
edub,players,1,2019-04-01,0
edub,rebellion,2,2019-04-01,0
edub,jump up,2,2019-04-01,0
edub,goodbye,1,2019-04-01,0
edub,eternity,1,2019-04-01,0
edub,pocho precaution,1,2019-04-01,0
edub,200 grams,0,2019-04-01,0
edub,no man get me nervous,2,2022-04-14,0
edub,call to jesus,5,2021-10-07,0
edub,no prisoners,1,2021-10-07,0
edub,muerte y destruccion,1,2021-10-07,0
edub,l2p,1,2021-03-26,0
edub,terminatus,4,2021-02-10,0
edub,champions league 99,1,2021-01-21,0
edub,huye,1,2021-01-11,0
edub,150,2,2020-07-10,0
edub,xchranz,4,2020-06-13,0
edub,"1,2 hakken",19,2020-03-04,0
edub,bomb dem,3,2019-12-16,0
edub,nightmare,5,2019-11-15,0
edub,154,1,2019-11-15,0
edub,pink rabbit,1,2019-11-15,0
edub,venom,3,2019-04-22,0
edub,muerte,0,2018-12-24,0
edub,sound flama,0,2018-02-09,0
edub,time to stomp,1,2018-02-09,0
edub,fuxk off,0,2018-02-09,0
edub,noise makers,0,2018-02-05,0
edub,this is sparta,1,2015,0
the stunned guys,love really sucks,8,2018-12-20,0
the stunned guys,musica nevrotica,9,2018-12-20,0
the stunned guys,party rico,6,2018-12-20,0
the stunned guys,bim bum bam,14,2018-12-20,0
the stunned guys,the stunned guys' rewinds,2,2018-12-20,0
the stunned guys,in the name of juno’s,5,2018-12-20,0
the stunned guys,mind controller,6,2018-12-20,0
the stunned guys,deep impact,11,2015-10-27,0
t-factor,how many more out there?,4,2015-10-27,0
tommyknocker,t-day,1,2015-10-27,0
amnesys,worldwide crisis,1,2015-10-27,0
unexist,the poem,7,2015-10-27,0
the melodyst,you don't know,8,2014-02-27,0
the stunned guys,dancefloor dictator #tih,8,2014-02-27,0
advanced dealer,freedom,5,2014-02-27,0
unexist,refuse,5,2014-02-27,0
the stunned guys,in the name of juno's,2,1998-11-14,0
the stunned guys,i am a gabber,5,1998-11-14,0
the stunned guys,she,6,1998-11-14,0
the stunned guys,io sono vivo,19,1998-11-14,0
the stunned guys,hymn,12,1998-11-14,0
the stunned guys,do the fuck,6,1998-11-14,0
the stunned guys,take the shit back,3,1998-11-14,0
the stunned guys,meccanica,3,1998-11-14,0
the stunned guys,shock the audience #tih,7,2014-06-26,0
the stunned guys,atmorico,5,2014-06-26,0
the stunned guys,you will survive,4,2005-07-18,0
the stunned guys,you will die,3,2005-07-18,0
the stunned guys,the drummer and the dancer,4,2003-06-16,0
the stunned guys,slow me down,1,2003-06-16,0
dj paul,floating around in xtc,4,1999-04-08,0
the stunned guys,beats time 99,4,1999-02-10,0
the stunned guys,we control the bass,5,1998-10-14,0
the stunned guys,back once again,3,1998-10-14,0
the stunned guys,beats time,25,1996-04-02,0
the stunned guys,m.f.m.f.,6,1996-04-02,0
the stunned guys,dance to da house,12,1996-04-02,0
the stunned guys,are you ready to the stunned guys?,8,1996-04-02,0
headhunterz,dragon born,1,2018-08-08,0
headhunterz,disrespect,0,2018-08-08,0
headhunterz,eternalise,0,2018-08-08,0
headhunterz,the mf point of perfection,9,2018-08-08,0
headhunterz,pyschedelic,14,2018-08-08,0
headhunterz,hate it or love it,6,2018-08-08,0
headhunterz,raiders of the sun,5,2018-08-08,0
headhunterz,stuck in ur head,5,2018-08-08,0
headhunterz,emptiness,5,2018-08-08,0
headhunterz,dreamcatcher,4,2018-08-08,0
headhunterz,the b-side,4,2018-08-08,0
headhunterz,the space we created,2,2018-08-08,0
headhunterz,intro,20,2018-03-02,0
headhunterz,the truth (interlude),19,2018-03-02,0
headhunterz,takin' it back,45,2018-03-02,0
headhunterz,destiny (cinematic edit),33,2018-03-02,0
headhunterz,still standin',35,2018-03-02,0
headhunterz,path of the hunter,33,2018-03-02,0
headhunterz,eye of the storm (interlude),18,2018-03-02,0
headhunterz,back in the days,17,2012-03-08,0
headhunterz,the power of the mind,27,2012-03-08,0
headhunterz,dragonborn,42,2012-03-08,0
headhunterz,hard with style,17,2012-03-08,0
headhunterz,doomed,21,2012-03-08,0
headhunterz,eternalize,17,2012-03-08,0
headhunterz,headshot,14,2012-03-08,0
headhunterz,from within,33,2011-10-11,0
noisecontrollers,gimme love,26,2011-10-11,0
noisecontrollers,robots dream,13,2011-10-11,0
wildstylez,back 2 basics,20,2011-10-11,0
noisecontrollers,big bang,12,2011-10-11,0
zatox,irrepleceable,13,2011-10-11,0
wildstylez,delay distortion,16,2011-10-11,0
noisecontrollers,give it up,7,2011-10-11,0
ran-d,feel my fire,8,2011-10-11,0
chris one,psycho,8,2011-10-11,0
headhunterz,psychedelic (qlimax 2011) [mix cut],21,2011,0
wasted penguinz,melancholia [mix cut],18,2011,0
headhunterz,from within [mix cut],16,2011,0
headhunterz,the power of the mind [mix cut],21,2011,0
headhunterz,hard with style [mix cut],11,2011,0
headhunterz,eternalize [mix cut],10,2011,0
b-front,face the truth [mix cut],9,2011,0
headhunterz,headshot [mix cut],12,2011,0
b-front,musical analysis [mix cut],8,2011,0
headhunterz,doomed [mix cut],9,2011,0
headhunterz,megasound,6,2010-02-20,0
headhunterz,the muzical revolution,4,2010-02-20,0
headhunterz,rock civilization,3,2010-02-20,0
noisecontrollers,promises,2,2010-02-20,0
alpha²,unleashed,1,2010-02-20,0
noisecontrollers,samara,1,2010-02-20,0
hardstyle masterz,rambo is a pussy,2,2010-02-20,0
headhunterz,time to dance again,48,2022-07-21,0
headhunterz,home,47,2019-09-12,0
headhunterz,takin' it back (live edit),26,2019-04-08,0
headhunterz,oxygen,43,2019-03-14,0
headhunterz,say my name,33,2018-12-04,0
headhunterz,leap of faith,38,2018-07-12,0
headhunterz,destiny,54,2017-09-01,0
headhunterz,landslide,19,2017-02-17,0
dyprax,feel my brain,5,2017-11-28,0
dyprax,titty pom pom,18,2017-08-15,0
dyprax,zultkoppen koorts,15,2017-06-16,0
dyprax,the plague,23,2016-04-27,0
dyprax,guerilla games,9,2016-03-03,0
dyprax,miscreant,13,2015-12-28,0
dyprax,the future,3,2015-12-28,0
gancher & ruin,allegiant,6,2016-08-26,0
gancher & ruin,arsenal,9,2016-08-26,0
gancher & ruin,riot,3,2016-08-26,0
gancher & ruin,reborn,3,2016-08-26,0
gancher & ruin,monk,2,2016-08-26,0
gancher & ruin,elysium,2,2016-08-26,0
gancher & ruin,block,2,2016-08-26,0
gancher & ruin,signal,1,2016-08-26,0
gancher & ruin,eris,2,2016-08-26,0
gancher & ruin,magnetism,1,2016-08-26,0
gancher & ruin,olymp,2,2016-08-26,0
gancher & ruin,barrier breaker,2,2014-03-31,0
gancher & ruin,new kind,1,2014-03-31,0
gancher & ruin,helltrap,1,2014-03-31,0
gancher & ruin,global chaos,1,2014-03-31,0
gancher & ruin,deranged vip,1,2014-03-31,0
gancher & ruin,ricochet,1,2014-03-31,0
gancher & ruin,cobra,2,2014-03-31,0
gancher & ruin,split mind,1,2014-03-31,0
gancher & ruin,own the darkness,1,2014-03-31,0
gancher & ruin,teara,1,2014-03-31,0
gancher & ruin,filth,2,2014-03-31,0
gancher & ruin,legion,1,2014-03-31,0
gancher & ruin,ephore,3,2014-01-27,0
gancher & ruin,the mark,1,2014-01-27,0
gancher & ruin,invasion,2,2014-01-27,0
gancher & ruin,monsters,1,2014-01-27,0
gancher & ruin,tsar,1,2014-01-27,0
gancher & ruin,rise,1,2014-01-27,0
gancher & ruin,salvation,1,2014-01-27,0
gancher & ruin,cascade,1,2014-01-27,0
gancher & ruin,total recall,1,2014-01-27,0
gancher & ruin,trash talk,19,2023-02-01,0
gancher & ruin,watch me,25,2023-01-11,0
gancher & ruin,levitate,20,2022-12-06,0
gancher & ruin,shockwave,16,2022-11-17,0
gancher & ruin,rockinrolla,20,2022-10-26,0
gancher & ruin,courage,12,2022-09-26,0
gancher & ruin,rituals,14,2022-08-04,0
gancher & ruin,brainwash,12,2022-05-26,0
gancher & ruin,gangsta,19,2021-12-14,0
gancher & ruin,wake up,13,2021-09-23,0
gancher & ruin,priceless,16,2021-07-23,0
